-5009,2.65,-8644,2.93,651,3,10803,16_49_30_10_03_2025,0.05,9.69,0.10,0.53,0.33,1.04
-5141,2.66,-8789,2.94,651,3,11133,16_49_31_10_03_2025,0.05,9.70,0.08,0.00,-0.01,-0.01
-5000,2.65,-8701,2.93,651,3,11171,16_49_31_10_03_2025,0.04,9.70,0.09,0.01,-0.01,-0.01
-5008,2.65,-8668,2.93,651,3,11209,16_49_31_10_03_2025,0.05,9.70,0.09,0.00,-0.01,-0.01
-5169,2.66,-8762,2.94,650,3,11247,16_49_31_10_03_2025,0.05,9.70,0.09,0.01,-0.01,-0.01
-4841,2.64,-8838,2.94,650,3,11287,16_49_31_10_03_2025,0.05,9.69,0.08,0.01,-0.01,-0.01
-4945,2.65,-8649,2.93,651,3,11329,16_49_31_10_03_2025,0.05,9.70,0.10,0.01,-0.01,-0.01
-5049,2.66,-8778,2.94,651,3,11367,16_49_31_10_03_2025,0.06,9.70,0.08,0.00,-0.01,-0.01
-4943,2.65,-8793,2.94,651,3,11404,16_49_31_10_03_2025,0.05,9.70,0.10,0.01,-0.01,-0.01
-4956,2.65,-8760,2.94,650,3,11443,16_49_31_10_03_2025,0.05,9.71,0.09,0.01,-0.01,-0.01
-4959,2.65,-8573,2.92,651,3,11481,16_49_31_10_03_2025,0.05,9.69,0.09,0.00,-0.01,-0.01
-5015,2.65,-8507,2.92,650,3,11519,16_49_31_10_03_2025,0.05,9.70,0.09,0.01,-0.01,-0.01
-4898,2.64,-8603,2.92,651,3,11569,16_49_31_10_03_2025,0.05,9.69,0.10,0.00,-0.01,-0.01
-4872,2.64,-8514,2.92,650,3,11609,16_49_31_10_03_2025,0.05,9.70,0.09,0.00,-0.01,-0.01
-4726,2.63,-8702,2.93,651,3,11648,16_49_31_10_03_2025,0.05,9.69,0.09,0.01,-0.01,-0.01
-4898,2.64,-8689,2.93,651,3,11689,16_49_31_10_03_2025,0.06,9.70,0.10,0.00,-0.01,-0.01
-5026,2.65,-8594,2.92,650,3,11729,16_49_31_10_03_2025,0.05,9.70,0.09,0.00,-0.01,-0.01
-4844,2.64,-8477,2.91,651,3,11769,16_49_31_10_03_2025,0.05,9.70,0.09,0.00,-0.01,-0.01
-5037,2.65,-8572,2.92,651,3,11812,16_49_31_10_03_2025,0.05,9.70,0.11,0.01,-0.01,-0.01
-5023,2.65,-8701,2.93,651,3,11853,16_49_31_10_03_2025,0.05,9.70,0.10,0.00,-0.00,-0.01
-4880,2.64,-8623,2.93,651,3,11893,16_49_31_10_03_2025,0.05,9.69,0.10,0.00,-0.01,-0.01
-4855,2.64,-8544,2.92,651,3,11934,16_49_31_10_03_2025,0.05,9.70,0.09,0.01,-0.01,-0.01
-5064,2.66,-8627,2.93,650,3,11974,16_49_32_10_03_2025,0.06,9.70,0.10,0.01,-0.01,-0.01
-5133,2.66,-8505,2.92,651,3,12014,16_49_32_10_03_2025,0.05,9.71,0.11,0.00,-0.01,-0.01
-5086,2.66,-8532,2.92,651,3,12065,16_49_32_10_03_2025,0.06,9.70,0.10,0.01,-0.01,-0.01
-5049,2.66,-8406,2.91,651,3,12106,16_49_32_10_03_2025,0.05,9.70,0.10,0.01,-0.01,-0.01
-4792,2.64,-8455,2.91,651,3,12146,16_49_32_10_03_2025,0.04,9.70,0.09,0.01,-0.01,-0.01
-4833,2.64,-8497,2.92,651,3,12186,16_49_32_10_03_2025,0.05,9.69,0.10,0.01,-0.01,-0.01
-4607,2.62,-8389,2.91,652,3,12227,16_49_32_10_03_2025,0.04,9.69,0.10,0.00,-0.01,-0.01
-4750,2.63,-8515,2.92,651,3,12267,16_49_32_10_03_2025,0.05,9.70,0.09,0.00,-0.01,-0.01
-4749,2.63,-8488,2.92,651,3,12310,16_49_32_10_03_2025,0.05,9.70,0.10,0.00,-0.01,-0.01
