raw1,force1,raw2,force2,vbat_raw,vbat_v,millis,time,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
-11271,3.13,-3840,2.56,640,3,167039,17_10_59_18_08_2025,-0.09,9.67,0.08,0.03,0.10,0.11,-80.11,0.60,-14.86
-11299,3.13,-3847,2.56,639,3,167071,17_10_59_18_08_2025,-0.10,9.64,0.08,0.01,-0.01,-0.00,-80.33,0.75,-11.33
-11435,3.14,-3790,2.56,640,3,167103,17_10_59_18_08_2025,-0.09,9.64,0.08,0.01,-0.01,-0.01,-80.58,0.48,-11.15
-11342,3.13,-3740,2.56,640,3,167135,17_10_59_18_08_2025,-0.09,9.65,0.07,0.00,-0.01,-0.00,-80.28,0.28,-10.92
-11339,3.13,-3883,2.57,640,3,167169,17_10_59_18_08_2025,-0.09,9.66,0.09,0.01,-0.01,-0.00,-79.92,0.22,-10.99
-11398,3.14,-3791,2.56,640,3,167200,17_10_59_18_08_2025,-0.09,9.67,0.09,0.01,-0.01,-0.00,-80.20,0.54,-11.02
-11376,3.13,-3760,2.56,640,3,167232,17_10_59_18_08_2025,-0.09,9.65,0.07,0.01,-0.01,-0.00,-80.25,0.32,-11.21
-11273,3.13,-3770,2.56,640,3,167263,17_10_59_18_08_2025,-0.10,9.65,0.07,0.01,-0.01,-0.00,-80.37,0.66,-11.44
-11320,3.13,-3918,2.57,639,3,167295,17_10_59_18_08_2025,-0.07,9.65,0.09,0.01,-0.01,-0.00,-80.40,0.45,-11.20
-11202,3.12,-3779,2.56,640,3,167338,17_10_59_18_08_2025,-0.09,9.64,0.09,0.01,-0.01,-0.00,-80.46,1.02,-10.92
-11162,3.12,-3762,2.56,640,3,167373,17_10_59_18_08_2025,-0.08,9.67,0.08,0.01,-0.01,-0.00,-80.02,0.89,-11.79
-11172,3.12,-3721,2.55,640,3,167407,17_10_59_18_08_2025,-0.09,9.67,0.08,0.01,-0.01,-0.00,-80.37,0.56,-11.44
-11388,3.14,-3655,2.55,639,3,167440,17_10_59_18_08_2025,-0.09,9.67,0.08,0.00,-0.01,-0.00,-79.86,0.18,-11.52
-11275,3.13,-3660,2.55,640,3,167473,17_10_59_18_08_2025,-0.09,9.66,0.07,0.01,-0.01,-0.00,-79.96,0.18,-11.47
-11208,3.12,-3778,2.56,641,3,167510,17_10_59_18_08_2025,-0.09,9.65,0.08,0.01,-0.01,-0.00,-80.42,0.39,-11.27
-11305,3.13,-3610,2.55,640,3,167545,17_10_59_18_08_2025,-0.09,9.64,0.09,0.01,-0.00,-0.00,-80.24,0.25,-11.58
-11216,3.12,-3759,2.56,640,3,167579,17_10_59_18_08_2025,-0.08,9.65,0.08,0.01,-0.01,-0.00,-80.23,0.51,-12.29
-11314,3.13,-3680,2.55,640,3,167616,17_10_59_18_08_2025,-0.09,9.65,0.09,0.01,-0.01,-0.00,-80.17,0.42,-11.55
-11237,3.12,-3753,2.56,639,3,167660,17_10_59_18_08_2025,-0.08,9.64,0.09,0.01,-0.01,-0.00,-80.42,0.45,-11.46
-11376,3.13,-3873,2.57,639,3,167694,17_10_59_18_08_2025,-0.09,9.65,0.09,0.01,-0.01,-0.00,-80.34,0.50,-11.03
-11284,3.13,-3685,2.55,639,3,167728,17_10_59_18_08_2025,-0.08,9.65,0.07,0.01,-0.01,-0.00,-80.02,0.39,-10.86
-11256,3.13,-3831,2.56,639,3,167762,17_10_59_18_08_2025,-0.09,9.66,0.08,0.01,-0.01,-0.00,-79.90,-0.28,-11.41
-11360,3.13,-3750,2.56,639,3,167796,17_10_59_18_08_2025,-0.09,9.66,0.08,0.01,-0.01,-0.01,-79.95,0.28,-11.41
-11329,3.13,-3786,2.56,640,3,167833,17_10_59_18_08_2025,-0.09,9.67,0.08,0.01,-0.01,-0.00,-79.95,0.37,-11.94
