raw1,force1,raw2,force2,vbat_raw,vbat_v,millis,time,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
-11309,3.13,-4310,2.60,655,3,51022,10_55_06_29_08_2025,-1.33,8.89,-3.43,0.01,-0.01,-0.00,-128.73,-6.69,-10.33
-11335,3.13,-4246,2.59,655,3,51058,10_55_06_29_08_2025,-1.31,8.89,-3.43,0.01,-0.01,-0.00,-128.21,-6.49,-9.94
-11404,3.14,-4227,2.59,656,3,51095,10_55_06_29_08_2025,-1.33,8.87,-3.43,0.01,-0.01,-0.00,-128.22,-6.96,-10.58
-11494,3.14,-4127,2.59,656,3,51132,10_55_06_29_08_2025,-1.32,8.87,-3.43,0.01,-0.01,-0.00,-128.25,-7.00,-10.10
-11309,3.13,-4095,2.58,656,3,51172,10_55_06_29_08_2025,-1.34,8.89,-3.43,0.00,-0.01,-0.01,-128.00,-7.02,-10.00
-11351,3.13,-4241,2.59,656,3,51208,10_55_06_29_08_2025,-1.33,8.89,-3.43,0.01,-0.01,-0.00,-128.34,-7.56,-9.79
-11440,3.14,-4227,2.59,655,3,51246,10_55_06_29_08_2025,-1.32,8.88,-3.42,0.00,-0.01,-0.01,-128.24,-7.38,-10.29
-11375,3.13,-4147,2.59,655,3,51283,10_55_06_29_08_2025,-1.32,8.88,-3.43,0.01,-0.00,-0.00,-127.99,-7.31,-9.94
-11301,3.13,-4157,2.59,655,3,51320,10_55_07_29_08_2025,-1.32,8.87,-3.43,0.01,-0.00,-0.00,-127.95,-7.03,-9.68
-11384,3.14,-4054,2.58,656,3,51371,10_55_07_29_08_2025,-1.31,8.88,-3.43,0.01,-0.01,-0.00,-128.05,-7.19,-9.43
-11268,3.13,-4156,2.59,655,3,51410,10_55_07_29_08_2025,-1.32,8.88,-3.43,0.01,-0.01,-0.00,-127.97,-7.19,-10.84
-11385,3.14,-4257,2.60,655,3,51448,10_55_07_29_08_2025,-1.32,8.89,-3.42,0.01,-0.01,-0.00,-128.11,-6.85,-10.13
-11378,3.13,-4183,2.59,656,3,51488,10_55_07_29_08_2025,-1.33,8.90,-3.44,0.01,-0.01,-0.00,-128.40,-6.83,-10.17
-11447,3.14,-4083,2.58,655,3,51530,10_55_07_29_08_2025,-1.32,8.88,-3.41,0.01,-0.01,-0.00,-128.11,-6.81,-10.35
-11372,3.13,-4049,2.58,656,3,51569,10_55_07_29_08_2025,-1.31,8.89,-3.43,0.01,-0.01,-0.01,-128.30,-7.19,-10.00
-11259,3.13,-4098,2.58,655,3,51608,10_55_07_29_08_2025,-1.32,8.88,-3.41,0.01,-0.01,-0.00,-127.87,-6.61,-10.61
-11316,3.13,-4026,2.58,656,3,51647,10_55_07_29_08_2025,-1.32,8.88,-3.43,0.01,-0.01,-0.00,-128.35,-6.71,-9.85
-11362,3.13,-3980,2.57,655,3,51686,10_55_07_29_08_2025,-1.32,8.88,-3.42,0.01,-0.01,-0.00,-128.62,-7.07,-9.84
-11436,3.14,-4002,2.58,656,3,51734,10_55_07_29_08_2025,-1.31,8.87,-3.42,0.01,-0.01,-0.00,-128.33,-6.61,-10.13
-11167,3.12,-4056,2.58,656,3,51773,10_55_07_29_08_2025,-1.32,8.88,-3.42,0.00,-0.01,-0.00,-128.02,-7.09,-10.54
-11244,3.12,-4056,2.58,656,3,51812,10_55_07_29_08_2025,-1.32,8.89,-3.42,0.01,-0.01,-0.00,-128.57,-7.03,-9.37
-11240,3.12,-4012,2.58,655,3,51852,10_55_07_29_08_2025,-1.33,8.87,-3.42,0.01,-0.01,-0.00,-127.99,-6.96,-10.36
-11356,3.13,-4032,2.58,656,3,51891,10_55_07_29_08_2025,-1.32,8.89,-3.42,0.01,-0.01,-0.00,-128.21,-7.16,-10.58
-11332,3.13,-4067,2.58,656,3,51933,10_55_07_29_08_2025,-1.33,8.89,-3.43,0.01,-0.01,-0.00,-128.19,-7.34,-10.22
-11302,3.13,-4186,2.59,656,3,51973,10_55_07_29_08_2025,-1.33,8.88,-3.42,0.01,-0.01,-0.00,-128.27,-7.16,-10.44
-11387,3.14,-4051,2.58,655,3,52012,10_55_07_29_08_2025,-1.32,8.87,-3.42,0.01,-0.01,-0.00,-128.11,-7.45,-10.39
-11449,3.14,-4056,2.58,656,3,52051,10_55_07_29_08_2025,-1.33,8.88,-3.41,0.01,-0.00,-0.00,-127.96,-6.94,-10.19
-11402,3.14,-4073,2.58,656,3,52100,10_55_07_29_08_2025,-1.32,8.88,-3.41,0.01,-0.01,-0.00,-127.87,-7.57,-10.84
-11373,3.13,-4048,2.58,656,3,52138,10_55_07_29_08_2025,-1.32,8.88,-3.42,0.01,-0.01,-0.00,-127.55,-7.38,-10.83
-11296,3.13,-3946,2.57,656,3,52177,10_55_07_29_08_2025,-1.33,8.89,-3.42,0.01,-0.01,-0.00,-128.37,-7.37,-10.39
-11386,3.14,-4010,2.58,655,3,52216,10_55_07_29_08_2025,-1.33,8.89,-3.40,0.01,-0.01,-0.00,-128.00,-6.71,-10.13
-11328,3.13,-4171,2.59,655,3,52255,10_55_07_29_08_2025,-1.33,8.88,-3.41,0.01,-0.00,-0.00,-128.22,-6.91,-10.38
-11434,3.14,-4071,2.58,656,3,52297,10_55_07_29_08_2025,-1.31,8.88,-3.41,0.00,-0.01,-0.01,-128.37,-10.96,-9.24
-11343,3.13,-4082,2.58,655,3,52336,10_55_08_29_08_2025,-1.31,8.89,-3.42,0.01,-0.00,-0.00,-128.68,-6.84,-9.94
-11440,3.14,-3904,2.57,656,3,52376,10_55_08_29_08_2025,-1.33,8.88,-3.41,0.00,-0.01,-0.01,-128.24,-7.15,-10.01
-11363,3.13,-4066,2.58,656,3,52416,10_55_08_29_08_2025,-1.33,8.88,-3.42,0.01,-0.01,-0.00,-127.52,-7.40,-10.45
-11186,3.12,-4048,2.58,655,3,52465,10_55_08_29_08_2025,-1.31,8.88,-3.40,0.01,-0.01,-0.00,-127.93,-6.91,-10.13
-11445,3.14,-4084,2.58,655,3,52503,10_55_08_29_08_2025,-1.31,8.89,-3.42,0.01,-0.01,-0.01,-128.11,-7.02,-9.73
-11504,3.14,-4072,2.58,655,3,52542,10_55_08_29_08_2025,-1.34,8.88,-3.41,0.00,-0.01,-0.00,-127.86,-7.03,-10.04
-11270,3.13,-3877,2.57,655,3,52581,10_55_08_29_08_2025,-1.32,8.90,-3.41,0.01,-0.01,-0.00,-127.96,-6.90,-10.76
-11095,3.11,-3818,2.56,655,3,52619,10_55_08_29_08_2025,-1.31,8.89,-3.42,0.00,-0.01,-0.01,-128.19,-6.83,-10.80
-11521,3.15,-4013,2.58,655,3,52661,10_55_08_29_08_2025,-1.34,8.89,-3.40,0.01,-0.01,-0.00,-128.12,-6.96,-10.63
-11423,3.14,-3976,2.57,656,3,52700,10_55_08_29_08_2025,-1.31,8.87,-3.42,0.00,-0.01,-0.00,-128.14,-6.64,-10.39
-11554,3.15,-3958,2.57,655,3,52739,10_55_08_29_08_2025,-1.33,8.89,-3.41,0.01,-0.01,-0.01,-128.28,-6.87,-10.27
-11369,3.13,-4076,2.58,656,3,52779,10_55_08_29_08_2025,-1.32,8.88,-3.41,0.01,-0.00,-0.00,-128.12,-7.07,-10.14
-11443,3.14,-3847,2.56,656,3,52818,10_55_08_29_08_2025,-1.31,8.88,-3.41,0.01,-0.01,-0.00,-128.27,-7.07,-9.92
-11319,3.13,-4151,2.59,656,3,52867,10_55_08_29_08_2025,-1.34,8.88,-3.43,0.00,-0.01,-0.00,-128.79,-7.04,-9.60
-11552,3.15,-3961,2.57,655,3,52906,10_55_08_29_08_2025,-1.34,8.89,-3.38,0.01,-0.01,-0.00,-128.53,-6.85,-9.79
-11230,3.12,-3862,2.57,656,3,52945,10_55_08_29_08_2025,-1.29,8.89,-3.43,0.01,-0.00,-0.00,-128.34,-7.45,-9.78
-11346,3.13,-3938,2.57,656,3,52983,10_55_08_29_08_2025,-1.32,8.89,-3.40,0.00,-0.01,-0.01,-128.35,-7.40,-10.76
-11379,3.13,-4019,2.58,656,3,53025,10_55_08_29_08_2025,-1.34,8.88,-3.43,0.01,-0.01,-0.00,-127.97,-7.31,-9.85
