1982,-0.15,0,-0.00,641,3,2549,21_37_40_13_01_2025,0.53,-7.42,-6.40,-0.00,-4.96,2.30
1907,-0.14,0,-0.00,640,3,2599,21_37_40_13_01_2025,0.50,-7.40,-6.41,-0.02,0.02,0.02
1995,-0.15,0,-0.00,641,3,2638,21_37_40_13_01_2025,0.50,-7.38,-6.42,0.01,-0.00,-0.00
1959,-0.15,0,-0.00,640,3,2677,21_37_40_13_01_2025,0.52,-7.40,-6.40,0.01,-0.00,-0.00
1718,-0.13,0,-0.00,641,3,2716,21_37_40_13_01_2025,0.53,-7.41,-6.40,0.01,-0.00,-0.00
2130,-0.16,0,-0.00,640,3,2754,21_37_40_13_01_2025,0.51,-7.42,-6.40,0.00,-0.00,-0.00
1901,-0.14,0,-0.00,638,3,2792,21_37_40_13_01_2025,0.50,-7.39,-6.42,0.00,-0.00,-0.00
1893,-0.14,0,-0.00,640,3,2834,21_37_40_13_01_2025,0.53,-7.40,-6.41,0.01,-0.00,-0.00
1640,-0.12,0,-0.00,641,3,2873,21_37_40_13_01_2025,0.51,-7.40,-6.42,0.01,-0.00,-0.00
1638,-0.12,0,-0.00,640,3,2911,21_37_40_13_01_2025,0.50,-7.40,-6.40,0.01,-0.00,-0.00
1976,-0.15,0,-0.00,640,3,2950,21_37_40_13_01_2025,0.52,-7.40,-6.41,0.01,-0.00,-0.00
1793,-0.14,0,-0.00,640,3,2989,21_37_40_13_01_2025,0.52,-7.39,-6.42,0.00,-0.00,-0.00
1821,-0.14,0,-0.00,640,3,3028,21_37_40_13_01_2025,0.51,-7.40,-6.40,0.01,-0.00,-0.00
1876,-0.14,0,-0.00,641,3,3070,21_37_40_13_01_2025,0.51,-7.40,-6.40,0.01,-0.00,-0.00
1932,-0.15,0,-0.00,640,3,3108,21_37_40_13_01_2025,0.51,-7.40,-6.42,0.01,-0.00,-0.00
1563,-0.12,0,-0.00,640,3,3147,21_37_40_13_01_2025,0.52,-7.40,-6.41,0.01,-0.00,-0.00
1929,-0.15,0,-0.00,638,3,3186,21_37_40_13_01_2025,0.52,-7.39,-6.40,0.01,-0.00,-0.00
1922,-0.15,0,-0.00,640,3,3225,21_37_40_13_01_2025,0.51,-7.40,-6.41,0.01,-0.00,-0.00
1970,-0.15,0,-0.00,641,3,3263,21_37_40_13_01_2025,0.51,-7.39,-6.41,0.01,-0.00,0.00
1700,-0.13,0,-0.00,640,3,3305,21_37_40_13_01_2025,0.51,-7.40,-6.42,0.01,-0.00,-0.00
1824,-0.14,0,-0.00,640,3,3344,21_37_40_13_01_2025,0.51,-7.40,-6.41,0.01,-0.00,-0.00
1863,-0.14,0,-0.00,640,3,3382,21_37_40_13_01_2025,0.53,-7.41,-6.40,0.01,-0.00,-0.00
1754,-0.13,0,-0.00,640,3,3421,21_37_40_13_01_2025,0.51,-7.39,-6.42,0.00,-0.00,-0.00
1909,-0.14,0,-0.00,640,3,3461,21_37_40_13_01_2025,0.50,-7.39,-6.42,0.00,-0.00,-0.00
1869,-0.14,0,-0.00,641,3,3500,21_37_40_13_01_2025,0.51,-7.39,-6.41,0.01,-0.00,-0.00
1801,-0.14,0,-0.00,640,3,3541,21_37_41_13_01_2025,0.53,-7.41,-6.41,0.01,-0.00,-0.00
1928,-0.15,0,-0.00,640,3,3580,21_37_41_13_01_2025,0.51,-7.40,-6.41,0.01,-0.00,0.00
1950,-0.15,0,-0.00,640,3,3620,21_37_41_13_01_2025,0.51,-7.39,-6.42,0.00,-0.00,-0.00
2059,-0.16,0,-0.00,640,3,3658,21_37_41_13_01_2025,0.53,-7.41,-6.42,0.01,-0.00,-0.00
1693,-0.13,0,-0.00,640,3,3698,21_37_41_13_01_2025,0.50,-7.39,-6.41,0.00,-0.00,-0.00
1749,-0.13,0,-0.00,641,3,3738,21_37_41_13_01_2025,0.50,-7.41,-6.41,0.01,-0.00,-0.00
1589,-0.12,0,-0.00,641,3,3779,21_37_41_13_01_2025,0.52,-7.40,-6.41,0.01,-0.00,-0.00
1891,-0.14,0,-0.00,640,3,3819,21_37_41_13_01_2025,0.52,-7.41,-6.41,0.00,-0.00,-0.00
1800,-0.14,0,-0.00,640,3,3858,21_37_41_13_01_2025,0.51,-7.40,-6.41,0.01,-0.00,-0.00
1895,-0.14,0,-0.00,641,3,3897,21_37_41_13_01_2025,0.50,-7.40,-6.41,0.01,-0.00,-0.00
1819,-0.14,0,-0.00,641,3,3936,21_37_41_13_01_2025,0.51,-7.40,-6.41,0.01,-0.00,-0.00
1810,-0.14,0,-0.00,641,3,3976,21_37_41_13_01_2025,0.52,-7.40,-6.41,0.01,-0.00,-0.00
2141,-0.16,0,-0.00,640,3,4018,21_37_41_13_01_2025,0.52,-7.40,-6.41,0.01,-0.00,-0.00
1813,-0.14,0,-0.00,641,3,4057,21_37_41_13_01_2025,0.50,-7.41,-6.41,0.01,-0.00,-0.00
1858,-0.14,0,-0.00,640,3,4096,21_37_41_13_01_2025,0.51,-7.40,-6.42,0.00,-0.00,0.00
1864,-0.14,0,-0.00,641,3,4134,21_37_41_13_01_2025,0.51,-7.40,-6.41,0.01,-0.00,-0.00
2004,-0.15,0,-0.00,641,3,4172,21_37_41_13_01_2025,0.51,-7.39,-6.41,0.01,-0.00,-0.00
1411,-0.11,0,-0.00,640,3,4212,21_37_41_13_01_2025,0.52,-7.41,-6.40,0.01,-0.00,-0.00
1901,-0.14,0,-0.00,640,3,4253,21_37_41_13_01_2025,0.50,-7.40,-6.41,0.00,-0.00,-0.00
2242,-0.17,0,-0.00,640,3,4291,21_37_41_13_01_2025,0.50,-7.39,-6.42,0.01,-0.00,-0.00
1992,-0.15,0,-0.00,640,3,4331,21_37_41_13_01_2025,0.50,-7.39,-6.41,0.01,-0.00,-0.00
1819,-0.14,0,-0.00,638,3,4370,21_37_41_13_01_2025,0.52,-7.40,-6.41,0.01,-0.00,-0.00
1725,-0.13,0,-0.00,640,3,4408,21_37_41_13_01_2025,0.52,-7.42,-6.40,0.00,-0.00,-0.00
1870,-0.14,0,-0.00,640,3,4447,21_37_41_13_01_2025,0.50,-7.39,-6.40,0.00,-0.00,-0.00
1716,-0.13,0,-0.00,640,3,4489,21_37_41_13_01_2025,0.53,-7.40,-6.41,0.01,-0.00,-0.00
1664,-0.13,0,-0.00,640,3,4529,21_37_41_13_01_2025,0.52,-7.40,-6.40,0.01,-0.00,-0.00
2092,-0.16,0,-0.00,640,3,4568,21_37_42_13_01_2025,0.51,-7.40,-6.42,0.01,-0.00,-0.00
1854,-0.14,0,-0.00,641,3,4607,21_37_42_13_01_2025,0.51,-7.40,-6.42,0.01,-0.00,-0.00
2218,-0.17,0,-0.00,641,3,4646,21_37_42_13_01_2025,0.52,-7.40,-6.41,0.01,-0.00,0.00
1904,-0.14,0,-0.00,641,3,4685,21_37_42_13_01_2025,0.52,-7.41,-6.39,0.01,-0.00,-0.00
1837,-0.14,0,-0.00,640,3,4727,21_37_42_13_01_2025,0.50,-7.40,-6.41,0.01,-0.00,-0.00
2038,-0.15,0,-0.00,640,3,4765,21_37_42_13_01_2025,0.50,-7.40,-6.41,0.01,-0.01,-0.00
2013,-0.15,0,-0.00,641,3,4805,21_37_42_13_01_2025,0.52,-7.39,-6.41,0.01,-0.00,-0.00
2022,-0.15,0,-0.00,640,3,4844,21_37_42_13_01_2025,0.51,-7.40,-6.41,0.01,-0.00,-0.00
1854,-0.14,0,-0.00,641,3,4884,21_37_42_13_01_2025,0.51,-7.40,-6.41,0.01,-0.00,-0.00
1793,-0.14,0,-0.00,639,3,4922,21_37_42_13_01_2025,0.51,-7.41,-6.41,0.01,-0.00,-0.00
1789,-0.14,0,-0.00,640,3,4964,21_37_42_13_01_2025,0.51,-7.39,-6.41,0.00,-0.00,-0.00
2072,-0.16,0,-0.00,641,3,5003,21_37_42_13_01_2025,0.52,-7.40,-6.40,0.01,-0.00,-0.00
1744,-0.13,0,-0.00,640,3,5041,21_37_42_13_01_2025,0.52,-7.39,-6.41,0.01,-0.00,-0.00
1855,-0.14,0,-0.00,640,3,5081,21_37_42_13_01_2025,0.52,-7.41,-6.40,0.01,-0.00,-0.00
1820,-0.14,0,-0.00,640,3,5119,21_37_42_13_01_2025,0.53,-7.40,-6.39,0.00,-0.00,-0.00
1899,-0.14,0,-0.00,640,3,5158,21_37_42_13_01_2025,0.53,-7.41,-6.43,0.00,-0.01,0.00
1849,-0.14,0,-0.00,641,3,5200,21_37_42_13_01_2025,0.53,-7.43,-6.42,0.00,-0.01,-0.00
1591,-0.12,0,-0.00,641,3,5239,21_37_42_13_01_2025,0.48,-7.43,-6.39,-0.00,-0.01,0.00
1954,-0.15,0,-0.00,640,3,5277,21_37_42_13_01_2025,0.47,-7.38,-6.41,-0.00,-0.01,-0.00
1845,-0.14,0,-0.00,641,3,5316,21_37_42_13_01_2025,0.55,-7.34,-6.42,0.00,-0.00,0.00
1932,-0.15,0,-0.00,640,3,5355,21_37_42_13_01_2025,0.57,-7.42,-6.48,0.00,-0.01,0.00
1919,-0.15,0,-0.00,640,3,5394,21_37_42_13_01_2025,0.51,-7.47,-6.38,0.00,-0.01,0.00
1723,-0.13,0,-0.00,640,3,5436,21_37_42_13_01_2025,0.47,-7.43,-6.43,-0.01,-0.01,0.00
1751,-0.13,0,-0.00,640,3,5475,21_37_42_13_01_2025,0.48,-7.38,-6.43,-0.01,-0.01,0.00
1988,-0.15,0,-0.00,640,3,5513,21_37_42_13_01_2025,0.52,-7.22,-6.45,-0.01,-0.00,-0.00
2024,-0.15,0,-0.00,641,3,5551,21_37_43_13_01_2025,0.50,-7.42,-6.46,0.00,-0.00,0.00
1939,-0.15,0,-0.00,640,3,5591,21_37_43_13_01_2025,0.47,-7.36,-6.42,0.01,-0.00,-0.00
1745,-0.13,0,-0.00,641,3,5630,21_37_43_13_01_2025,0.46,-7.42,-6.38,0.00,-0.00,-0.00
2037,-0.15,0,-0.00,641,3,5672,21_37_43_13_01_2025,0.55,-7.33,-6.46,0.01,-0.00,-0.00
1989,-0.15,0,-0.00,641,3,5711,21_37_43_13_01_2025,0.53,-7.39,-6.41,0.00,-0.00,0.00
2127,-0.16,0,-0.00,641,3,5750,21_37_43_13_01_2025,0.44,-7.39,-6.45,0.01,-0.00,-0.00
