607,2.23,-14038,3.34,644,3,149639,13_42_42_16_08_2024,7.62,-1.37,-5.87,0.44,0.34,0.70
485,2.24,-14194,3.35,645,3,149793,13_42_42_16_08_2024,7.62,-1.38,-5.89,0.00,-0.01,-0.01
674,2.22,-13983,3.33,644,3,149834,13_42_42_16_08_2024,7.62,-1.38,-5.90,0.00,-0.01,-0.01
512,2.23,-14147,3.34,645,3,149871,13_42_42_16_08_2024,7.62,-1.38,-5.89,0.00,-0.01,-0.01
660,2.22,-14135,3.34,644,3,149909,13_42_42_16_08_2024,7.62,-1.38,-5.89,0.00,-0.01,-0.01
502,2.23,-14083,3.34,644,3,149946,13_42_42_16_08_2024,7.63,-1.39,-5.90,0.00,-0.01,-0.01
579,2.23,-14104,3.34,645,3,149987,13_42_42_16_08_2024,7.62,-1.38,-5.89,0.00,-0.01,-0.01
389,2.24,-14108,3.34,644,3,150025,13_42_42_16_08_2024,7.62,-1.38,-5.89,0.00,-0.01,-0.01
518,2.23,-13939,3.33,644,3,150063,13_42_42_16_08_2024,7.62,-1.38,-5.90,0.00,-0.01,-0.01
376,2.24,-13934,3.33,644,3,150100,13_42_42_16_08_2024,7.62,-1.38,-5.89,0.00,-0.01,-0.01
554,2.23,-13845,3.32,645,3,150138,13_42_42_16_08_2024,7.62,-1.37,-5.89,0.00,-0.01,-0.01
568,2.23,-14057,3.34,645,3,150175,13_42_42_16_08_2024,7.62,-1.38,-5.89,0.00,-0.01,-0.01
641,2.22,-13874,3.32,645,3,150223,13_42_42_16_08_2024,7.62,-1.37,-5.89,0.00,-0.01,-0.01
642,2.22,-13996,3.33,644,3,150263,13_42_43_16_08_2024,7.62,-1.37,-5.89,-0.00,-0.01,-0.01
670,2.22,-13920,3.33,645,3,150302,13_42_43_16_08_2024,7.63,-1.37,-5.88,0.00,-0.01,-0.01
670,2.22,-14179,3.35,644,3,150342,13_42_43_16_08_2024,7.63,-1.37,-5.89,0.00,-0.01,-0.01
476,2.24,-13946,3.33,644,3,150381,13_42_43_16_08_2024,7.63,-1.37,-5.88,0.00,-0.01,-0.01
749,2.22,-14006,3.33,644,3,150420,13_42_43_16_08_2024,7.62,-1.37,-5.89,0.00,-0.01,-0.01
521,2.23,-13902,3.33,644,3,150463,13_42_43_16_08_2024,7.63,-1.38,-5.88,0.00,-0.01,-0.01
398,2.24,-14108,3.34,645,3,150502,13_42_43_16_08_2024,7.62,-1.38,-5.88,0.00,-0.01,-0.01
647,2.22,-13994,3.33,644,3,150542,13_42_43_16_08_2024,7.62,-1.38,-5.88,0.00,-0.01,-0.01
316,2.25,-14199,3.35,644,3,150581,13_42_43_16_08_2024,7.63,-1.38,-5.88,0.00,-0.01,-0.01
458,2.24,-13889,3.32,644,3,150621,13_42_43_16_08_2024,7.61,-1.38,-5.88,0.00,-0.01,-0.01
618,2.23,-13982,3.33,644,3,150661,13_42_43_16_08_2024,7.62,-1.38,-5.88,0.00,-0.01,-0.01
513,2.23,-13802,3.32,645,3,150712,13_42_43_16_08_2024,7.62,-1.37,-5.88,0.00,-0.01,-0.01
