raw1,force1,raw2,force2,vbat_raw,vbat_v,millis,time,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
-12227,3.20,-4959,2.65,655,3,10739,10_45_39_29_08_2025,-1.79,8.81,-3.37,0.01,-0.01,-0.00,-131.70,-7.42,-10.38
-12327,3.21,-5064,2.66,656,3,10775,10_45_39_29_08_2025,-1.79,8.82,-3.37,0.01,-0.01,-0.01,-131.73,-7.41,-11.09
-12368,3.21,-5004,2.65,656,3,10813,10_45_39_29_08_2025,-1.80,8.82,-3.38,0.00,-0.01,-0.00,-131.51,-7.40,-11.15
-12351,3.21,-5082,2.66,655,3,10850,10_45_39_29_08_2025,-1.79,8.82,-3.39,0.01,-0.01,-0.00,-131.20,-7.75,-10.46
-12310,3.21,-5059,2.66,655,3,10889,10_45_39_29_08_2025,-1.78,8.82,-3.38,0.01,-0.01,-0.00,-131.20,-7.32,-11.40
-12279,3.20,-5103,2.66,656,3,10926,10_45_39_29_08_2025,-1.79,8.82,-3.37,0.01,-0.01,-0.00,-131.37,-7.44,-10.71
-12255,3.20,-5003,2.65,655,3,10964,10_45_39_29_08_2025,-1.78,8.82,-3.37,0.01,-0.01,-0.00,-131.50,-7.50,-11.22
-12059,3.19,-4911,2.64,655,3,11000,10_45_39_29_08_2025,-1.78,8.82,-3.38,0.01,-0.01,-0.00,-131.44,-7.86,-10.45
-12284,3.20,-4962,2.65,656,3,11037,10_45_39_29_08_2025,-1.79,8.82,-3.37,0.01,-0.01,-0.00,-131.42,-7.22,-10.64
-12245,3.20,-5096,2.66,655,3,11085,10_45_40_29_08_2025,-1.79,8.82,-3.37,0.01,-0.01,-0.01,-131.67,-7.59,-10.83
-12160,3.19,-5031,2.65,655,3,11125,10_45_40_29_08_2025,-1.78,8.82,-3.37,0.01,-0.01,-0.00,-131.48,-7.56,-11.68
-12273,3.20,-5235,2.67,655,3,11164,10_45_40_29_08_2025,-1.79,8.82,-3.36,0.01,-0.01,-0.00,-131.88,-7.31,-11.44
-12145,3.19,-4930,2.65,655,3,11204,10_45_40_29_08_2025,-1.79,8.82,-3.37,0.01,-0.01,-0.00,-131.15,-7.91,-10.32
-12212,3.20,-4899,2.64,656,3,11245,10_45_40_29_08_2025,-1.79,8.83,-3.37,0.01,-0.01,-0.01,-131.15,-7.56,-10.48
-12269,3.20,-4873,2.64,656,3,11284,10_45_40_29_08_2025,-1.78,8.82,-3.37,0.01,-0.01,-0.00,-131.53,-7.29,-10.73
-12228,3.20,-4932,2.65,656,3,11323,10_45_40_29_08_2025,-1.78,8.82,-3.36,0.00,-0.01,-0.00,-131.45,-7.86,-11.15
-12199,3.20,-4836,2.64,656,3,11362,10_45_40_29_08_2025,-1.78,8.81,-3.36,0.01,-0.01,-0.00,-131.50,-7.92,-11.34
-12245,3.20,-4965,2.65,656,3,11401,10_45_40_29_08_2025,-1.79,8.81,-3.36,0.01,-0.01,-0.00,-131.25,-8.01,-10.57
-12386,3.21,-4971,2.65,655,3,11450,10_45_40_29_08_2025,-1.79,8.82,-3.37,0.01,-0.01,-0.00,-131.16,-7.70,-10.89
-12232,3.20,-4998,2.65,655,3,11489,10_45_40_29_08_2025,-1.79,8.82,-3.37,0.01,-0.01,-0.00,-134.43,-7.64,-11.22
-12122,3.19,-4897,2.64,655,3,11528,10_45_40_29_08_2025,-1.79,8.83,-3.37,0.00,-0.01,-0.00,-131.12,-7.37,-10.55
-12539,3.22,-4850,2.64,655,3,11568,10_45_40_29_08_2025,-1.79,8.83,-3.36,0.01,-0.01,-0.00,-130.97,-7.73,-10.76
-12500,3.22,-4727,2.63,655,3,11610,10_45_40_29_08_2025,-1.78,8.83,-3.36,0.01,-0.01,-0.00,-131.91,-8.04,-10.22
-12151,3.19,-5008,2.65,655,3,11653,10_45_40_29_08_2025,-1.78,8.82,-3.36,0.01,-0.01,-0.00,-131.50,-7.98,-11.27
-12337,3.21,-4814,2.64,656,3,11691,10_45_40_29_08_2025,-1.79,8.81,-3.35,0.01,-0.01,-0.00,-131.70,-7.21,-11.05
-12325,3.21,-4776,2.63,656,3,11730,10_45_40_29_08_2025,-1.78,8.82,-3.36,0.01,-0.01,-0.00,-131.63,-7.66,-10.49
-12308,3.21,-4987,2.65,655,3,11769,10_45_40_29_08_2025,-1.79,8.83,-3.37,0.00,-0.01,-0.00,-131.64,-7.32,-10.46
-12333,3.21,-4703,2.63,655,3,11819,10_45_40_29_08_2025,-1.79,8.83,-3.36,0.01,-0.01,-0.01,-131.61,-7.57,-11.52
-12219,3.20,-4853,2.64,655,3,11857,10_45_40_29_08_2025,-1.79,8.82,-3.35,0.01,-0.01,-0.00,-131.80,-7.51,-10.77
-12204,3.20,-4945,2.65,655,3,11897,10_45_40_29_08_2025,-1.79,8.83,-3.36,0.00,-0.01,-0.00,-131.42,-7.07,-11.37
-12233,3.20,-5004,2.65,655,3,11935,10_45_40_29_08_2025,-1.78,8.82,-3.37,0.01,-0.01,-0.00,-131.53,-7.23,-10.98
-12253,3.20,-4842,2.64,656,3,11974,10_45_40_29_08_2025,-1.78,8.82,-3.37,0.01,-0.01,-0.00,-131.35,-7.51,-10.45
-12322,3.21,-4910,2.64,655,3,12017,10_45_40_29_08_2025,-1.78,8.82,-3.36,0.01,-0.01,-0.00,-131.89,-7.25,-11.12
-12322,3.21,-4908,2.64,655,3,12056,10_45_40_29_08_2025,-1.78,8.82,-3.36,0.01,-0.01,-0.00,-131.37,-7.19,-10.44
-12307,3.21,-4749,2.63,655,3,12095,10_45_41_29_08_2025,-1.79,8.83,-3.36,0.01,-0.01,-0.00,-131.25,-7.72,-10.36
-12157,3.19,-4882,2.64,656,3,12135,10_45_41_29_08_2025,-1.79,8.82,-3.35,0.01,-0.01,-0.00,-131.07,-7.61,-10.83
-12373,3.21,-4729,2.63,655,3,12184,10_45_41_29_08_2025,-1.78,8.83,-3.36,0.01,-0.01,-0.00,-131.31,-7.72,-10.90
