-4198,2.59,-13180,3.27,635,3,156743,10_34_50_06_08_2024
-4407,2.61,-13325,3.28,636,3,160113,10_34_50_06_08_2024
-4398,2.61,-13092,3.26,635,3,160433,10_34_50_06_08_2024
-4439,2.61,-13379,3.29,635,3,160733,10_34_50_06_08_2024
-4373,2.60,-13372,3.29,636,3,161043,10_34_51_06_08_2024
-4500,2.61,-13436,3.29,635,3,161353,10_34_51_06_08_2024
-4567,2.62,-13372,3.29,636,3,161663,10_34_51_06_08_2024
-4491,2.61,-13403,3.29,635,3,161973,10_34_51_06_08_2024
-4351,2.60,-13402,3.29,636,3,162283,10_34_51_06_08_2024
-4474,2.61,-13470,3.29,636,3,162633,10_34_51_06_08_2024
-4376,2.60,-13470,3.29,636,3,162953,10_34_51_06_08_2024
-4277,2.60,-13552,3.30,636,3,163263,10_34_51_06_08_2024
-4507,2.61,-13454,3.29,635,3,163583,10_34_51_06_08_2024
-4486,2.61,-13130,3.27,636,3,163903,10_34_51_06_08_2024
-4341,2.60,-13410,3.29,635,3,164223,10_34_51_06_08_2024
-4451,2.61,-13159,3.27,635,3,164533,10_34_51_06_08_2024
-4204,2.59,-13304,3.28,636,3,164843,10_34_51_06_08_2024
-4548,2.62,-13374,3.29,635,3,165153,10_34_51_06_08_2024
-4524,2.62,-13299,3.28,636,3,165553,10_34_51_06_08_2024
-4341,2.60,-13294,3.28,636,3,165883,10_34_51_06_08_2024
-4549,2.62,-13313,3.28,636,3,166223,10_34_51_06_08_2024
-4404,2.61,-13625,3.30,635,3,166553,10_34_51_06_08_2024
-4351,2.60,-13104,3.27,635,3,166893,10_34_51_06_08_2024
-4371,2.60,-13520,3.30,635,3,167223,10_34_51_06_08_2024
-4469,2.61,-13404,3.29,635,3,167553,10_34_51_06_08_2024
-4632,2.62,-13441,3.29,636,3,167883,10_34_51_06_08_2024
-4481,2.61,-13442,3.29,636,3,168213,10_34_51_06_08_2024
-4374,2.60,-13206,3.27,635,3,168563,10_34_51_06_08_2024
-4500,2.61,-13381,3.29,636,3,168913,10_34_51_06_08_2024
-4375,2.60,-13381,3.29,636,3,169253,10_34_51_06_08_2024
-4212,2.59,-13481,3.29,636,3,169593,10_34_51_06_08_2024
-4513,2.61,-13472,3.29,636,3,169923,10_34_51_06_08_2024
-4459,2.61,-13315,3.28,636,3,170253,10_34_51_06_08_2024
-4379,2.60,-13089,3.26,636,3,170573,10_34_51_06_08_2024
-4315,2.60,-13055,3.26,636,3,170903,10_34_51_06_08_2024
