raw1,force1,raw2,force2,vbat_raw,vbat_v,millis,time,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
-11368,3.13,-3914,2.57,655,3,147479,10_57_58_25_08_2025,-0.02,9.65,0.05,0.03,0.10,0.11,-124.39,5.36,53.98
-11428,3.14,-3966,2.57,655,3,147515,10_57_58_25_08_2025,-0.04,9.65,0.05,0.01,-0.01,-0.01,-124.36,4.74,53.35
-11437,3.14,-3871,2.57,656,3,147552,10_57_58_25_08_2025,-0.04,9.65,0.05,0.01,-0.00,-0.01,-124.28,4.47,53.33
-11379,3.13,-4102,2.58,656,3,147588,10_57_58_25_08_2025,-0.04,9.65,0.05,0.01,-0.01,-0.00,-124.54,4.79,53.60
-11328,3.13,-3958,2.57,655,3,147628,10_57_58_25_08_2025,-0.04,9.64,0.05,0.00,-0.01,-0.01,-124.26,4.40,52.95
-11384,3.14,-4081,2.58,655,3,147664,10_57_58_25_08_2025,-0.02,9.65,0.06,0.01,-0.01,-0.00,-124.06,4.47,52.72
-11501,3.14,-4007,2.58,656,3,147700,10_57_58_25_08_2025,-0.02,9.66,0.04,0.01,-0.01,-0.00,-124.28,4.84,53.41
-11421,3.14,-3811,2.56,655,3,147736,10_57_58_25_08_2025,-0.02,9.65,0.04,0.01,-0.01,-0.00,-124.28,4.52,53.73
-11555,3.15,-3795,2.56,655,3,147773,10_57_58_25_08_2025,-0.03,9.66,0.04,0.00,-0.01,-0.00,-124.50,4.25,53.05
-11522,3.15,-4022,2.58,654,3,147820,10_57_58_25_08_2025,-0.04,9.66,0.04,0.01,-0.01,-0.00,-124.39,5.03,52.60
-11269,3.13,-3879,2.57,656,3,147858,10_57_58_25_08_2025,-0.03,9.66,0.05,0.01,-0.01,-0.00,-124.17,4.37,52.81
-11329,3.13,-3860,2.57,655,3,147899,10_57_58_25_08_2025,-0.02,9.66,0.04,0.01,-0.01,-0.00,-124.06,4.47,53.04
-11543,3.15,-3883,2.57,655,3,147938,10_57_58_25_08_2025,-0.03,9.66,0.04,0.00,-0.01,-0.00,-123.94,4.63,53.00
-11412,3.14,-3908,2.57,655,3,147976,10_57_58_25_08_2025,-0.03,9.65,0.05,0.01,-0.01,-0.00,-123.88,4.00,52.79
-11229,3.12,-3733,2.56,655,3,148018,10_57_58_25_08_2025,-0.03,9.66,0.04,0.01,-0.01,-0.00,-124.04,4.09,52.35
-11375,3.13,-3781,2.56,654,3,148056,10_57_58_25_08_2025,-0.02,9.64,0.05,0.01,-0.01,-0.00,-124.10,4.12,52.40
-11284,3.13,-3794,2.56,655,3,148095,10_57_58_25_08_2025,-0.02,9.65,0.04,0.01,-0.01,-0.00,-124.31,4.21,52.57
-11336,3.13,-3976,2.57,655,3,148134,10_57_58_25_08_2025,-0.02,9.66,0.04,0.01,-0.01,-0.00,-124.67,4.37,52.85
-11304,3.13,-3902,2.57,656,3,148182,10_57_58_25_08_2025,-0.03,9.66,0.05,0.01,-0.01,-0.00,-124.09,4.09,52.72
-11456,3.14,-3976,2.57,656,3,148220,10_57_58_25_08_2025,-0.04,9.65,0.04,0.01,-0.01,-0.00,-124.22,4.55,52.97
-11441,3.14,-3801,2.56,655,3,148259,10_57_58_25_08_2025,-0.03,9.67,0.04,0.01,-0.01,-0.00,-124.06,4.22,53.01
-11353,3.13,-3887,2.57,655,3,148297,10_57_58_25_08_2025,-0.02,9.66,0.05,0.01,-0.01,-0.00,-123.81,4.21,52.57
-11230,3.12,-3825,2.56,655,3,148336,10_57_59_25_08_2025,-0.03,9.67,0.04,0.01,-0.01,-0.00,-124.26,4.78,52.79
-11390,3.14,-3818,2.56,656,3,148378,10_57_59_25_08_2025,-0.03,9.65,0.04,0.01,-0.01,-0.00,-124.35,4.65,53.10
-11411,3.14,-3845,2.56,655,3,148416,10_57_59_25_08_2025,-0.04,9.66,0.05,0.01,-0.01,-0.00,-124.23,4.43,53.10
-11445,3.14,-3812,2.56,655,3,148455,10_57_59_25_08_2025,-0.02,9.65,0.04,0.01,-0.01,-0.00,-123.95,4.65,52.82
-11360,3.13,-3760,2.56,655,3,148494,10_57_59_25_08_2025,-0.03,9.66,0.05,0.01,-0.01,-0.00,-123.69,4.69,52.43
-11404,3.14,-3690,2.55,655,3,148533,10_57_59_25_08_2025,-0.03,9.65,0.05,0.00,-0.01,-0.00,-123.33,4.37,52.46
-11523,3.15,-3720,2.55,655,3,148582,10_57_59_25_08_2025,-0.04,9.65,0.04,0.01,-0.01,-0.00,-123.94,4.18,52.84
-11372,3.13,-3768,2.56,655,3,148621,10_57_59_25_08_2025,-0.04,9.65,0.04,0.01,-0.01,-0.00,-124.06,4.34,52.66
-11437,3.14,-3780,2.56,655,3,148660,10_57_59_25_08_2025,-0.03,9.65,0.04,0.01,-0.01,-0.00,-124.28,4.85,53.14
-11398,3.14,-3740,2.56,656,3,148698,10_57_59_25_08_2025,-0.03,9.66,0.04,0.01,-0.01,-0.00,-124.39,4.87,52.98
-11515,3.15,-3688,2.55,656,3,148740,10_57_59_25_08_2025,-0.03,9.65,0.05,0.01,-0.01,-0.00,-124.23,4.68,53.00
-11559,3.15,-3885,2.57,655,3,148778,10_57_59_25_08_2025,-0.03,9.66,0.04,0.01,-0.01,-0.00,-124.17,4.25,52.79
-11369,3.13,-3711,2.55,655,3,148817,10_57_59_25_08_2025,-0.03,9.65,0.03,0.01,-0.01,-0.00,-124.38,4.59,52.86
-11372,3.13,-3709,2.55,655,3,148856,10_57_59_25_08_2025,-0.02,9.66,0.04,0.01,-0.01,-0.00,-123.94,4.76,52.69
-11404,3.14,-3726,2.56,655,3,148894,10_57_59_25_08_2025,-0.04,9.66,0.05,0.01,-0.01,-0.00,-124.00,4.85,52.34
-11466,3.14,-3749,2.56,655,3,148945,10_57_59_25_08_2025,-0.03,9.65,0.05,0.01,-0.01,-0.00,-124.04,4.74,53.30
-11491,3.14,-3724,2.55,655,3,148983,10_57_59_25_08_2025,-0.02,9.65,0.05,0.01,-0.01,-0.01,-124.35,4.74,52.65
-11243,3.12,-3702,2.55,655,3,149022,10_57_59_25_08_2025,-0.03,9.65,0.03,0.01,-0.01,-0.00,-124.17,4.74,52.56
-11244,3.12,-3727,2.56,655,3,149061,10_57_59_25_08_2025,-0.03,9.65,0.05,0.01,-0.01,-0.00,-124.22,4.76,52.72
-11453,3.14,-3809,2.56,655,3,149099,10_57_59_25_08_2025,-0.04,9.66,0.06,0.01,-0.01,-0.00,-124.45,4.66,52.56
-11449,3.14,-3716,2.55,655,3,149141,10_57_59_25_08_2025,-0.02,9.66,0.04,0.01,-0.01,-0.00,-124.07,4.71,52.88
-11353,3.13,-3775,2.56,654,3,149179,10_57_59_25_08_2025,-0.03,9.64,0.04,0.01,-0.01,-0.00,-124.17,4.60,52.63
-11290,3.13,-3712,2.55,655,3,149218,10_57_59_25_08_2025,-0.03,9.65,0.05,0.01,-0.01,-0.00,-124.16,4.50,52.86
-11315,3.13,-3800,2.56,655,3,149256,10_57_59_25_08_2025,-0.04,9.65,0.05,0.01,-0.01,-0.00,-124.12,4.36,52.95
-11436,3.14,-3665,2.55,655,3,149306,10_57_59_25_08_2025,-0.03,9.65,0.04,0.01,-0.01,-0.01,-124.22,4.30,52.81
-11375,3.13,-3828,2.56,655,3,149344,10_58_00_25_08_2025,-0.02,9.65,0.04,0.01,-0.00,-0.00,-123.90,4.36,52.57
-11399,3.14,-3719,2.55,655,3,149383,10_58_00_25_08_2025,-0.02,9.64,0.05,0.01,-0.01,-0.00,-124.19,4.63,52.65
-11299,3.13,-3767,2.56,655,3,149421,10_58_00_25_08_2025,-0.02,9.66,0.04,0.01,-0.01,-0.00,-124.07,4.47,53.36
-11360,3.13,-3645,2.55,656,3,149460,10_58_00_25_08_2025,-0.04,9.65,0.05,0.01,-0.01,-0.00,-124.14,4.56,53.04
-11381,3.13,-3763,2.56,655,3,149500,10_58_00_25_08_2025,-0.03,9.66,0.05,0.01,-0.01,-0.00,-124.19,4.44,53.52
-11456,3.14,-3596,2.55,656,3,149538,10_58_00_25_08_2025,-0.02,9.66,0.05,0.01,-0.01,-0.00,-123.72,4.43,52.86
-11344,3.13,-3619,2.55,655,3,149577,10_58_00_25_08_2025,-0.03,9.65,0.05,0.01,-0.01,-0.00,-124.51,4.30,52.82
-11343,3.13,-3726,2.56,655,3,149615,10_58_00_25_08_2025,-0.02,9.66,0.05,0.01,-0.01,-0.00,-124.09,5.13,53.14
-11431,3.14,-3670,2.55,655,3,149653,10_58_00_25_08_2025,-0.02,9.67,0.05,0.01,-0.01,-0.00,-123.72,4.28,53.07
-11506,3.14,-3647,2.55,655,3,149703,10_58_00_25_08_2025,-0.03,9.65,0.04,0.01,-0.01,-0.01,-124.19,4.66,52.38
-11497,3.14,-3672,2.55,655,3,149741,10_58_00_25_08_2025,-0.03,9.65,0.04,0.01,-0.01,-0.00,-124.01,4.82,53.00
-11360,3.13,-3614,2.55,655,3,149779,10_58_00_25_08_2025,-0.02,9.66,0.04,0.01,-0.01,-0.00,-123.94,4.50,52.84
-11310,3.13,-3721,2.55,655,3,149817,10_58_00_25_08_2025,-0.02,9.65,0.04,0.00,-0.01,-0.00,-123.98,4.57,52.56
