File,fLmax,fLavg,fRmax,fRavg,fmax,favg,std,var,SessionLength
2025_04_15.csv,6.7326206968,1.27735189991958,7.4853112616,1.34748781367459,13.4649692384,2.62483971359416,1.50671991867034,2.27020491331794,585.284
2025_04_15_1.csv,6.766685456,1.68127162870351,7.5273138808,1.02274160191111,14.2939993368,2.70401323061462,2.21630464678071,4.91200628734178,615.356
2025_04_16.csv,4.2097419928,0.747428823340259,4.3841481168,0.80373563064432,8.5439949896,1.55116445398458,1.44714766152303,2.09423635425157,331.242
2025_04_16_1.csv,5.3497547664,0.170709240706356,5.1070830464,0.144097521050005,10.4568378128,0.314806761756361,0.625332708053464,0.391040995761479,568.643
2025_04_30.csv,15.3346301032,0.689972497363223,10.7529880296,0.720187839620662,26.0876181328,1.41016033698389,1.65103631319842,2.72592090749982,347.936
2025_04_30_1.csv,4.9596656464,0.306303161811852,4.4711017032,0.381110292085827,8.8184181496,0.687413453897679,0.624569701827337,0.390087312440688,391.983
2025_04_30_2.csv,4.6018269176,0.171318335628643,4.8362432632,0.178755257336478,9.3019925808,0.350073592965122,1.07677648932202,1.15944760795665,51.816
2025_04_30_3.csv,4.9217453552,1.0838373498886,5.739753168,1.22910319939835,10.5889238032,2.31294054928696,1.86306174530851,3.47099906683201,223.642
2025_05_23_OwenGaitLab.csv,6.1390048464,0.101874411757739,4.3516709296,0.146943996492912,9.542668496,0.248818408250651,0.650327047022929,0.422925268089562,1002.11
2025_05_23_OwenGaitLabHighRefresh.csv,2.7494932672,-0.0147324560405732,2.647389708,0.126127368971514,4.7301027352,0.11139491293094,0.471580615408538,0.222388276829095,288.301
