-9927,3.02,-711,2.33,665,3,22663,22_47_07_18_05_2025,-5.06,2.11,8.18,-0.03,-1.34,0.65
-9767,3.01,-457,2.31,665,3,22756,22_47_07_18_05_2025,-5.07,2.11,8.15,0.01,-0.00,-0.00
-10057,3.03,-359,2.30,665,3,22790,22_47_07_18_05_2025,-5.07,2.12,8.15,0.01,-0.00,-0.00
-9857,3.02,-339,2.30,665,3,22823,22_47_07_18_05_2025,-5.07,2.13,8.16,0.00,-0.00,-0.00
-9867,3.02,-603,2.32,665,3,22855,22_47_08_18_05_2025,-5.07,2.14,8.15,0.01,-0.00,0.00
-9929,3.02,-305,2.30,665,3,22888,22_47_08_18_05_2025,-5.07,2.12,8.16,0.00,-0.00,-0.00
-9950,3.03,-167,2.29,665,3,22925,22_47_08_18_05_2025,-5.06,2.12,8.16,0.01,-0.00,-0.00
-9832,3.02,-186,2.29,665,3,22959,22_47_08_18_05_2025,-5.07,2.13,8.16,0.00,-0.00,0.00
-9978,3.03,-229,2.29,665,3,22992,22_47_08_18_05_2025,-5.08,2.13,8.15,0.00,-0.00,0.00
-9949,3.03,-367,2.30,665,3,23025,22_47_08_18_05_2025,-5.07,2.13,8.16,0.00,-0.00,-0.00
-9942,3.03,-203,2.29,665,3,23058,22_47_08_18_05_2025,-5.06,2.13,8.16,0.00,-0.00,-0.00
-9955,3.03,-235,2.29,665,3,23091,22_47_08_18_05_2025,-5.05,2.13,8.16,0.00,-0.00,-0.00
-10110,3.04,-350,2.30,665,3,23127,22_47_08_18_05_2025,-5.08,2.12,8.16,0.01,-0.00,-0.00
-9853,3.02,-340,2.30,666,3,23160,22_47_08_18_05_2025,-5.07,2.12,8.15,0.00,-0.00,-0.00
-10059,3.03,-110,2.28,665,3,23193,22_47_08_18_05_2025,-5.06,2.14,8.16,0.00,-0.00,-0.00
-9879,3.02,-503,2.31,665,3,23227,22_47_08_18_05_2025,-5.06,2.12,8.17,0.01,-0.00,-0.00
-9887,3.02,-101,2.28,665,3,23260,22_47_08_18_05_2025,-5.06,2.12,8.16,0.01,-0.00,0.00
-9877,3.02,-216,2.29,666,3,23293,22_47_08_18_05_2025,-5.07,2.13,8.16,0.00,-0.00,-0.00
-10171,3.04,-254,2.29,665,3,23329,22_47_08_18_05_2025,-5.07,2.14,8.16,0.01,-0.00,-0.00
-9978,3.03,-283,2.29,665,3,23362,22_47_08_18_05_2025,-5.06,2.11,8.17,0.00,-0.00,-0.00
-9978,3.03,-178,2.29,665,3,23395,22_47_08_18_05_2025,-5.06,2.12,8.17,0.01,-0.00,-0.00
-9952,3.03,-373,2.30,664,3,23428,22_47_08_18_05_2025,-5.06,2.14,8.15,0.00,-0.00,-0.00
-9828,3.02,-102,2.28,665,3,23460,22_47_08_18_05_2025,-5.06,2.13,8.16,0.00,-0.00,-0.00
-9939,3.03,-260,2.29,665,3,23494,22_47_08_18_05_2025,-5.07,2.13,8.15,0.00,-0.00,0.00
-9970,3.03,-426,2.31,665,3,23531,22_47_08_18_05_2025,-5.07,2.13,8.17,0.01,-0.00,-0.00
-9933,3.03,-335,2.30,665,3,23564,22_47_08_18_05_2025,-5.07,2.12,8.16,0.00,-0.00,-0.00
-9989,3.03,-124,2.28,665,3,23598,22_47_08_18_05_2025,-5.06,2.14,8.15,0.01,-0.00,0.00
-9819,3.02,-373,2.30,665,3,23631,22_47_08_18_05_2025,-5.06,2.12,8.17,0.00,-0.00,0.00
-9842,3.02,-283,2.29,665,3,23664,22_47_08_18_05_2025,-5.07,2.11,8.17,0.00,-0.00,-0.00
-10096,3.04,-83,2.28,666,3,23697,22_47_08_18_05_2025,-5.07,2.12,8.17,0.01,-0.00,0.00
-9943,3.03,-169,2.29,666,3,23732,22_47_08_18_05_2025,-5.07,2.13,8.16,0.01,-0.00,0.00
-9829,3.02,-317,2.30,665,3,23766,22_47_08_18_05_2025,-5.07,2.13,8.16,0.00,-0.00,0.00
-9905,3.02,-391,2.30,665,3,23800,22_47_08_18_05_2025,-5.07,2.13,8.16,0.01,-0.00,-0.00
-10024,3.03,-110,2.28,665,3,23833,22_47_08_18_05_2025,-5.07,2.13,8.18,0.01,-0.00,0.00
-10074,3.04,-312,2.30,665,3,23866,22_47_09_18_05_2025,-5.07,2.13,8.15,0.00,-0.00,-0.00
-9957,3.03,-172,2.29,664,3,23899,22_47_09_18_05_2025,-5.08,2.14,8.17,0.01,-0.00,0.00
-10043,3.03,-275,2.29,665,3,23935,22_47_09_18_05_2025,-5.07,2.13,8.17,0.00,-0.00,-0.00
-10038,3.03,-394,2.30,665,3,23968,22_47_09_18_05_2025,-5.07,2.12,8.17,0.00,-0.00,0.00
-9824,3.02,-325,2.30,665,3,24001,22_47_09_18_05_2025,-5.07,2.12,8.17,0.01,-0.00,0.00
-10024,3.03,-323,2.30,665,3,24035,22_47_09_18_05_2025,-5.07,2.13,8.17,0.00,-0.00,-0.00
-9935,3.03,-112,2.28,665,3,24068,22_47_09_18_05_2025,-5.06,2.12,8.18,0.01,-0.00,0.00
-9808,3.02,-270,2.29,665,3,24102,22_47_09_18_05_2025,-5.07,2.12,8.17,0.00,-0.00,0.00
-9872,3.02,-247,2.29,664,3,24137,22_47_09_18_05_2025,-5.07,2.13,8.18,0.00,-0.00,0.00
-9983,3.03,-12,2.27,665,3,24170,22_47_09_18_05_2025,-5.06,2.12,8.17,0.01,-0.00,-0.00
-9892,3.02,-254,2.29,665,3,24203,22_47_09_18_05_2025,-5.07,2.12,8.17,0.01,-0.00,-0.00
-9968,3.03,-451,2.31,665,3,24236,22_47_09_18_05_2025,-5.07,2.13,8.18,0.00,-0.00,0.00
-10083,3.04,63,2.27,665,3,24269,22_47_09_18_05_2025,-5.07,2.12,8.17,0.00,-0.00,-0.00
-9754,3.01,-196,2.29,665,3,24302,22_47_09_18_05_2025,-5.07,2.12,8.18,0.01,-0.00,-0.00
-9713,3.01,-326,2.30,665,3,24338,22_47_09_18_05_2025,-5.07,2.12,8.18,0.00,-0.00,-0.00
-10001,3.03,-209,2.29,665,3,24372,22_47_09_18_05_2025,-5.07,2.12,8.18,0.00,-0.00,-0.00
-9987,3.03,-249,2.29,665,3,24405,22_47_09_18_05_2025,-5.07,2.13,8.17,0.01,-0.00,-0.00
-10054,3.03,-296,2.30,666,3,24438,22_47_09_18_05_2025,-5.07,2.13,8.17,0.01,-0.00,-0.00
-9953,3.03,-253,2.29,665,3,24471,22_47_09_18_05_2025,-5.06,2.11,8.17,0.00,-0.00,-0.00
-9752,3.01,-405,2.30,665,3,24503,22_47_09_18_05_2025,-5.06,2.12,8.17,0.00,-0.00,-0.00
-9836,3.02,-75,2.28,664,3,24539,22_47_09_18_05_2025,-5.08,2.12,8.18,0.01,-0.00,0.00
-9937,3.03,-118,2.28,665,3,24574,22_47_09_18_05_2025,-5.07,2.12,8.18,0.00,-0.00,-0.00
-9911,3.02,-198,2.29,665,3,24608,22_47_09_18_05_2025,-5.06,2.13,8.17,0.01,-0.00,0.00
-9901,3.02,-144,2.28,664,3,24641,22_47_09_18_05_2025,-5.08,2.13,8.18,0.01,-0.00,-0.00
-9931,3.03,-225,2.29,665,3,24674,22_47_09_18_05_2025,-5.07,2.13,8.16,0.01,-0.00,0.00
-10002,3.03,-253,2.29,664,3,24707,22_47_09_18_05_2025,-5.07,2.13,8.17,0.00,-0.00,-0.00
-9862,3.02,-361,2.30,665,3,24738,22_47_09_18_05_2025,-5.07,2.14,8.17,0.00,-0.00,-0.00
-9992,3.03,-298,2.30,665,3,24771,22_47_09_18_05_2025,-5.07,2.11,8.19,0.01,-0.00,0.00
