Data Set 1:Time(s),Data Set 1:Force(N),Data Set 2:Time(s),Data Set 2:Force(N)
,,13.460000000000001,9.6358795166015625
,,13.48,9.6043472290039062
,,13.5,9.5728225708007812
,,13.52,9.5391921997070312
,,13.539999999999999,9.492950439453125
,,13.56,9.4866409301757812
,,13.58,9.440399169921875
,,13.6,9.4025650024414062
,,13.619999999999999,9.4614181518554688
,,13.640000000000001,9.54339599609375
,,13.66,9.6043472290039062
,,13.68,9.6379776000976562
,,13.699999999999999,9.6716079711914062
,,13.720000000000001,9.692626953125
,,13.74,9.6379776000976562
,,13.76,9.5391921997070312
,,13.779999999999999,9.4824371337890625
,,13.800000000000001,9.4824371337890625
,,13.82,9.5307846069335938
,,13.84,9.6001434326171875
,,13.859999999999999,9.5980453491210938
,,13.880000000000001,9.6379776000976562
,,13.9,9.661102294921875
,,13.92,9.6716079711914062
,,13.94,9.2617416381835938
,,13.960000000000001,8.1456298828125
,,13.98,7.5150604248046875
,,14,7.2102813720703125
,,14.02,6.90130615234375
,,14.039999999999999,6.56500244140625
,,14.06,6.16143798828125
,,14.08,5.5455780029296875
,,14.1,4.664886474609375
,,14.119999999999999,3.8787765502929688
,,14.140000000000001,3.2965469360351562
,,14.16,2.8866806030273438
,,14.18,2.5587844848632812
,,14.199999999999999,2.2350921630859375
,,14.220000000000001,1.90509033203125
,,14.24,1.5498733520507812
,,14.26,1.1904449462890625
,,14.279999999999999,0.87725830078125
,,14.300000000000001,0.6523590087890625
,,14.32,0.5157318115234375
,,14.34,0.40643310546875
,,14.359999999999999,0.28452301025390625
,,14.380000000000001,0.1794281005859375
,,14.4,0.0449066162109375
,,14.42,-0.07700347900390625
,,14.44,-0.14215850830078125
,,14.460000000000001,-0.16948699951171875
,,14.48,-0.18630218505859375
,,14.5,-0.18630218505859375
,,14.52,-0.18630218505859375
,,14.539999999999999,-0.17789459228515625
,,14.56,-0.18630218505859375
,,14.58,-0.1736907958984375
,,14.6,-0.1736907958984375
,,14.619999999999999,-0.1736907958984375
,,14.640000000000001,-0.18630218505859375
,,14.66,-0.18419647216796875
,,14.68,-0.1736907958984375
,,14.699999999999999,-0.17789459228515625
,,14.720000000000001,-0.16948699951171875
,,14.74,-0.17999267578125
,,14.76,-0.17789459228515625
,,14.779999999999999,-0.182098388671875
,,14.800000000000001,-0.17789459228515625
,,14.82,-0.165283203125
,,14.84,-0.16738128662109375
,,14.859999999999999,-0.17578887939453125
,,14.880000000000001,-0.17999267578125
,,14.9,-0.17999267578125
,,14.92,-0.182098388671875
,,14.94,-0.17578887939453125
,,14.960000000000001,-0.182098388671875
,,14.98,-0.17789459228515625
,,15,-0.1884002685546875
,,15.02,-0.17578887939453125
,,15.039999999999999,-0.1905059814453125
,,15.06,-0.1884002685546875
,,15.08,-0.182098388671875
,,15.1,-0.17999267578125
,,15.119999999999999,-0.16948699951171875
,,15.140000000000001,-0.16948699951171875
,,15.16,-0.1547698974609375
,,15.18,-0.1715850830078125
,,15.199999999999999,-0.14426422119140625
,,15.220000000000001,-0.13375091552734375
,,15.24,-0.11273193359375
,,15.26,-0.05808258056640625
,,15.279999999999999,0.0133819580078125
,,15.300000000000001,0.274017333984375
,,15.32,0.7679595947265625
,,15.34,1.31866455078125
,,15.359999999999999,1.8693618774414062
,,15.380000000000001,2.4915237426757812
,,15.4,3.2965469360351562
,,15.42,4.2297897338867188
,,15.44,5.1083831787109375
,,15.460000000000001,5.9344329833984375
,,15.48,6.6763992309570312
,,15.5,7.3616180419921875
,,15.52,8.0762710571289062
,,15.539999999999999,8.801422119140625
,,15.56,9.4509124755859375
,,15.58,9.8250503540039062
,,15.6,9.9028167724609375
,,15.619999999999999,9.9385528564453125
,,15.640000000000001,9.9868927001953125
,,15.66,9.9763870239257812
,,15.68,9.8502731323242188
,,15.699999999999999,9.6884231567382812
,,15.720000000000001,9.5728225708007812
,,15.74,9.5686187744140625
,,15.76,9.5665130615234375
,,15.779999999999999,9.61065673828125
,,15.800000000000001,9.6842193603515625
,,15.82,9.7178497314453125
,,15.84,9.7472763061523438
,,15.859999999999999,9.7388687133789062
,,15.880000000000001,9.6863250732421875
,,15.9,9.5959396362304688
,,15.92,9.5728225708007812
,,15.94,9.5959396362304688
,,15.960000000000001,9.5560073852539062
,,15.98,9.492950439453125
,,16,9.4824371337890625
,,16.02,9.4845428466796875
,,16.039999999999999,9.4824371337890625
,,16.059999999999999,9.5055618286132812
,,16.079999999999998,9.5539016723632812
,,16.100000000000001,9.5560073852539062
,,16.120000000000001,9.526580810546875
,,16.140000000000001,9.5202713012695312
,,16.16,9.5307846069335938
,,16.18,9.492950439453125
,,16.199999999999999,9.4698257446289062
,,16.219999999999999,9.4467086791992188
,,16.239999999999998,9.5055618286132812
,,16.260000000000002,9.55810546875
,,16.280000000000001,9.5833282470703125
,,16.300000000000001,9.6001434326171875
,,16.32,9.6211624145507812
,,16.34,9.6253662109375
,,16.359999999999999,9.642181396484375
,,16.379999999999999,9.627471923828125
,,16.399999999999999,9.6169586181640625
,,16.420000000000002,9.6127548217773438
,,16.440000000000001,9.61065673828125
,,16.460000000000001,9.6043472290039062
,,16.48,9.6022491455078125
,,16.5,9.5770263671875
,,16.52,9.5623092651367188
,,16.539999999999999,9.59173583984375
,,16.559999999999999,9.61065673828125
,,16.579999999999998,9.6169586181640625
,,16.600000000000001,9.61065673828125
,,16.620000000000001,9.6400833129882812
,,16.640000000000001,9.6400833129882812
,,16.66,9.6379776000976562
,,16.68,9.6526947021484375
,,16.699999999999999,9.65899658203125
,,16.719999999999999,9.65899658203125
,,16.739999999999998,9.65899658203125
,,16.760000000000002,9.6337738037109375
,,16.780000000000001,9.59173583984375
,,16.800000000000001,9.5623092651367188
,,16.82,9.526580810546875
,,16.84,9.5349884033203125
,,16.859999999999999,9.5349884033203125
,,16.879999999999999,9.5307846069335938
,,16.899999999999999,9.5139694213867188
,,16.920000000000002,9.4698257446289062
,,16.940000000000001,9.4698257446289062
,,16.960000000000001,9.5349884033203125
,,16.98,9.59173583984375
,,17,9.692626953125
,,17.02,9.7661972045898438
,,17.039999999999999,9.7704010009765625
,,17.059999999999999,9.7199554443359375
,,17.079999999999998,9.6653060913085938
,,17.100000000000001,9.6505889892578125
,,17.120000000000001,9.6169586181640625
,,17.140000000000001,9.6043472290039062
,,17.16,9.6379776000976562
,,17.18,9.6526947021484375
,,17.199999999999999,9.642181396484375
,,17.219999999999999,9.6253662109375
,,17.239999999999998,9.5896377563476562
,,17.260000000000002,9.5707168579101562
,,17.280000000000001,9.5223770141601562
,,17.300000000000001,9.4803390502929688
,,17.32,9.5223770141601562
,,17.34,9.6232681274414062
,,17.359999999999999,9.694732666015625
,,17.379999999999999,9.7493820190429688
,,17.399999999999999,9.761993408203125
,,17.420000000000002,9.743072509765625
,,17.440000000000001,9.7031402587890625
,,17.460000000000001,9.6379776000976562
,,17.48,9.6043472290039062
,,17.5,9.5833282470703125
,,17.52,9.5728225708007812
,,17.539999999999999,9.541290283203125
,,17.559999999999999,9.5644149780273438
,,17.579999999999998,9.6148605346679688
,,17.600000000000001,9.644287109375
,,17.620000000000001,9.6695098876953125
,,17.640000000000001,9.6884231567382812
,,17.66,9.72625732421875
,,17.68,9.743072509765625
,,17.699999999999999,9.728363037109375
,,17.719999999999999,9.7073440551757812
